Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills
46926,23,Female,B.Tech,ME,4.5,0,2,4,8
43699,24,Female,MCA,CSE,7.09,2,5,10,4
17300,21,Female,BCA,ME,6.61,1,3,5,5
36667,23,Female,MCA,ECE,7.41,1,3,3,4
35864,18,Male,B.Tech,ME,5.7,0,3,5,9
7775,24,Male,B.Tech,Civil,5.47,0,3,4,4
30622,19,Female,MCA,IT,6.41,0,3,5,6
12970,24,Female,B.Sc,ECE,7.3,0,4,5,6
29480,19,Male,B.Sc,ME,8.16,2,5,8,7
27377,24,Female,BCA,ME,8.86,0,4,5,5
2656,23,Male,BCA,ECE,5.42,0,4,7,7
25419,22,Male,BCA,Civil,7.28,2,4,5,8
47689,23,Male,B.Tech,IT,6.55,1,3,5,3
32078,18,Male,B.Tech,Civil,7.27,1,3,2,6
39494,21,Male,MCA,ECE,5.55,0,2,3,5
24723,24,Male,B.Tech,Civil,6.32,0,3,4,4
11194,18,Female,BCA,CSE,6.96,1,4,8,6
27129,22,Male,BCA,Civil,7.34,1,4,6,6
25869,19,Female,B.Sc,IT,6.32,1,3,3,7
3803,24,Female,B.Tech,ME,8.15,1,5,7,2
15420,20,Male,B.Tech,CSE,5.86,1,3,4,9
26630,21,Male,MCA,CSE,5.87,1,2,3,2
6474,24,Male,B.Sc,ME,7.54,1,4,6,6
25347,19,Male,MCA,Civil,7.26,0,3,4,8
26612,19,Male,BCA,Civil,7.39,1,4,5,6
17800,20,Male,BCA,ME,8.49,1,5,8,4
48198,18,Male,B.Sc,IT,6.02,1,4,6,5
27390,21,Female,BCA,Civil,6.61,1,3,4,4
13121,22,Female,BCA,Civil,8.02,0,4,6,6
25999,20,Female,MCA,ME,7.57,0,4,6,4
49453,20,Female,MCA,ECE,6.81,0,5,9,7
6716,21,Male,MCA,ME,6.71,0,3,4,5
15312,23,Male,BCA,CSE,6.29,1,4,7,6
17782,22,Female,B.Tech,Civil,6.44,1,4,6,5
35990,24,Female,MCA,CSE,7.36,1,5,8,5
36331,24,Male,MCA,CSE,7.67,3,5,9,5
11678,23,Male,B.Sc,ME,8.01,1,6,10,3
40132,18,Male,B.Tech,ME,6.32,0,4,6,6
43381,18,Female,B.Sc,IT,6.93,0,5,9,4
20165,18,Male,B.Sc,ME,6.74,1,3,5,6
33259,21,Female,B.Tech,IT,9.07,1,6,9,4
10724,19,Female,MCA,CSE,8.28,2,4,6,4
34653,20,Female,MCA,CSE,7.03,1,5,8,7
34668,18,Male,B.Tech,ME,8.08,1,5,8,5
45176,20,Female,B.Sc,ECE,6.55,0,2,1,5
36276,24,Male,BCA,ME,8.02,3,5,8,6
6431,24,Male,MCA,ECE,6.77,1,4,6,4
8289,18,Male,B.Tech,IT,7.07,1,4,6,8
38407,21,Female,B.Tech,IT,5.57,0,3,6,4
16536,20,Female,MCA,Civil,6.09,1,3,5,3
15342,20,Female,BCA,ME,6.48,1,3,4,4
42391,20,Female,BCA,IT,5.94,1,3,4,7
34038,21,Female,MCA,ME,9.03,3,5,8,5
11130,19,Male,B.Tech,ECE,6.69,1,3,4,7
35298,18,Male,MCA,CSE,5.58,0,4,8,4
36013,22,Male,B.Sc,ECE,4.54,0,2,4,6
29134,18,Female,B.Sc,CSE,8.76,1,5,9,5
3538,23,Male,B.Tech,IT,6.88,1,4,6,6
31491,24,Female,BCA,Civil,8.58,1,4,6,6
22535,18,Female,BCA,Civil,7.64,1,3,4,5
3219,18,Male,BCA,Civil,7.69,0,4,5,7
20503,21,Female,BCA,ME,7.92,3,4,7,6
22745,24,Male,B.Tech,ECE,7.57,0,4,6,5
22910,23,Female,MCA,ECE,8.13,1,5,8,5
9238,21,Male,B.Sc,ECE,7.14,2,4,5,5
11403,20,Male,BCA,ME,6.66,0,3,5,6
40627,23,Female,BCA,ME,7.75,0,3,4,7
41307,24,Female,MCA,CSE,7.23,1,5,9,6
16530,23,Female,MCA,ME,7.25,1,4,6,9
14735,20,Female,BCA,Civil,7.56,1,4,5,7
40355,18,Male,BCA,ME,8.91,1,5,8,6
2907,20,Female,B.Sc,ME,6.83,0,3,4,6
30648,23,Female,B.Sc,IT,7.97,1,4,6,5
15749,22,Female,B.Tech,ECE,7.6,0,4,5,7
18092,24,Female,BCA,ME,6.94,0,4,6,3
18136,24,Female,B.Tech,ME,6.54,0,3,4,5
36674,19,Female,BCA,ECE,8.36,3,5,7,6
40561,22,Male,BCA,IT,7.2,1,5,8,6
36977,22,Female,MCA,ECE,7.83,2,5,9,6
13707,24,Male,BCA,ECE,6.78,0,4,6,5
7773,21,Male,B.Tech,ME,6.69,1,4,7,4
37795,22,Male,B.Tech,IT,5.96,1,4,8,4
45261,21,Male,BCA,CSE,7.02,1,5,8,3
31568,21,Female,BCA,ECE,7.11,0,4,5,4
39267,23,Male,B.Tech,ECE,6.85,0,4,6,5
22126,19,Female,BCA,ECE,8.31,0,4,5,6
4402,18,Female,BCA,CSE,7.58,1,5,9,4
14414,18,Female,B.Sc,ME,6.65,1,3,3,3
25195,19,Female,BCA,CSE,5.67,0,3,6,9
34197,23,Male,BCA,CSE,8.98,2,5,8,4
42479,20,Female,B.Sc,CSE,4.5,1,3,5,7
35291,23,Male,B.Sc,ECE,6.47,0,4,6,7
19142,18,Female,B.Sc,IT,6.68,0,3,5,6
8737,19,Female,BCA,ME,7.34,0,4,6,2
27845,18,Male,B.Sc,ME,7.49,0,3,4,6
45103,19,Female,B.Sc,IT,4.5,1,3,7,6
36270,21,Female,MCA,IT,6.11,0,4,7,6
2270,21,Male,BCA,ECE,7.51,2,4,7,4
17181,21,Female,BCA,CSE,7.55,2,5,8,6
1824,23,Female,BCA,ECE,8.01,2,5,7,6
48387,21,Male,B.Sc,ECE,8.24,1,5,7,4
18567,20,Female,BCA,IT,6.28,0,4,6,4
48874,19,Male,MCA,Civil,6.57,0,2,2,7
3481,20,Female,BCA,Civil,8.49,0,4,6,4
38683,21,Male,MCA,IT,8.03,1,5,8,6
12725,20,Male,BCA,CSE,8.67,2,6,10,9
47264,24,Female,B.Tech,CSE,7.07,1,5,10,5
8348,23,Female,B.Sc,CSE,7.83,2,5,9,5
11938,23,Male,B.Sc,Civil,7.83,0,3,4,6
3168,23,Male,B.Tech,IT,6.98,2,4,6,9
14460,18,Female,BCA,ME,5.6,0,2,2,6
30421,24,Female,B.Sc,IT,4.83,1,3,5,7
7696,22,Female,MCA,IT,7.19,1,4,6,6
4150,24,Male,BCA,ECE,7.74,0,3,2,5
5217,20,Male,B.Sc,IT,6.98,1,3,5,5
36856,24,Male,B.Tech,CSE,5.46,2,3,5,5
13191,22,Male,MCA,Civil,6.11,0,3,4,5
11861,22,Female,B.Tech,ME,8.06,1,4,6,8
4315,22,Female,BCA,ECE,8.15,1,4,6,8
46229,20,Female,BCA,ECE,6.56,0,3,3,6
20774,21,Female,BCA,IT,6.45,0,3,5,4
17841,21,Female,MCA,IT,7.96,2,4,7,6
41647,19,Female,MCA,IT,6.12,1,4,7,7
273,24,Female,MCA,ME,6.92,0,3,3,6
26604,20,Female,B.Tech,ECE,5.92,1,3,5,5
21143,20,Male,B.Sc,ECE,7.63,0,4,6,4
3072,18,Female,B.Sc,Civil,7.17,0,4,6,6
19296,23,Female,B.Tech,ECE,6.01,0,3,4,6
20517,18,Female,B.Sc,IT,5.44,0,3,4,4
44574,19,Male,BCA,IT,5.54,0,3,4,5
35017,19,Female,B.Sc,ECE,7.51,1,5,8,5
12225,18,Female,BCA,ME,5.65,0,2,2,6
48102,18,Female,B.Sc,Civil,5.83,2,3,6,5
2448,19,Female,MCA,Civil,6.1,2,4,7,6
32567,22,Male,B.Tech,IT,6.2,1,4,6,6
8806,21,Female,BCA,Civil,6.89,0,4,7,4
39541,20,Male,B.Sc,ME,4.92,0,2,2,4
30806,21,Female,BCA,IT,6.08,1,4,7,4
2122,18,Female,MCA,CSE,6.32,0,4,8,6
23192,19,Male,B.Tech,ME,6.82,0,3,4,8
12017,19,Female,B.Tech,Civil,8.2,2,5,8,6
42774,20,Male,B.Tech,ECE,6.01,1,4,6,5
8137,18,Female,BCA,Civil,6.71,1,3,4,7
20162,22,Female,MCA,IT,8.09,1,6,10,6
36820,24,Female,B.Sc,Civil,4.97,1,2,3,8
12754,20,Male,BCA,CSE,7.49,1,5,8,5
7941,19,Female,BCA,ME,7.59,2,4,6,7
47398,24,Female,B.Tech,Civil,7.64,2,4,6,7
48520,24,Female,B.Tech,Civil,8.75,0,4,6,6
47722,24,Male,B.Sc,CSE,7.06,1,5,8,5
49624,20,Male,MCA,ECE,7.92,1,5,9,7
49152,19,Male,BCA,Civil,7.68,1,4,5,8
5118,22,Female,MCA,Civil,7.97,1,4,6,2
44439,22,Female,MCA,Civil,6.51,0,3,4,6
39108,19,Female,B.Sc,Civil,6.41,1,4,6,6
15215,23,Female,B.Sc,ECE,6.69,0,3,5,3
26469,19,Male,B.Sc,Civil,7.41,0,4,6,4
47660,23,Male,BCA,ECE,5.62,0,2,3,5
27299,20,Male,B.Tech,ECE,5.34,1,2,2,3
14420,23,Female,BCA,ME,5.71,0,2,3,2
13737,20,Female,MCA,IT,6.23,0,3,4,4
33979,20,Female,B.Tech,CSE,5.34,0,3,4,4
3857,24,Female,BCA,Civil,7.76,0,3,4,5
33159,20,Male,B.Tech,CSE,8.31,3,5,7,5
43561,21,Female,BCA,Civil,6.99,0,3,4,6
23691,20,Male,MCA,ECE,9.8,2,5,8,6
44588,24,Female,BCA,ECE,6.41,0,4,6,6
35239,21,Female,MCA,ECE,5.55,1,3,5,3
24385,20,Female,MCA,Civil,6.28,0,3,3,5
42049,23,Male,BCA,ECE,6.03,0,4,7,6
48500,21,Female,B.Sc,ECE,6.67,1,3,4,6
19632,20,Female,MCA,IT,8.35,2,5,7,6
12365,21,Female,B.Tech,ECE,6.02,1,4,6,5
6986,23,Male,B.Tech,ECE,7.39,2,4,5,4
17211,23,Male,BCA,ECE,7.12,1,4,6,7
31927,21,Female,MCA,ECE,8.98,2,4,6,4
44568,21,Male,B.Tech,Civil,5.33,0,3,4,4
35384,20,Female,MCA,CSE,6.17,0,4,6,6
11382,18,Male,BCA,CSE,6.16,0,4,7,4
39020,21,Female,MCA,ECE,7.76,1,4,7,6
48318,22,Male,B.Sc,CSE,5.84,0,4,7,3
4948,23,Female,B.Tech,IT,7.44,1,4,6,5
37871,18,Female,MCA,Civil,7.46,3,5,8,4
39098,18,Male,B.Tech,IT,6.78,1,4,8,6
43507,22,Male,MCA,Civil,7.25,0,4,5,5
30079,19,Male,B.Tech,CSE,5.47,0,3,5,4
45673,21,Female,B.Sc,Civil,6.56,1,3,5,3
25326,19,Male,MCA,ECE,6.85,0,2,2,6
25471,23,Female,MCA,ECE,6.64,1,4,6,5
35573,18,Female,BCA,Civil,8.22,1,4,5,6
15072,18,Male,MCA,IT,6.42,0,4,6,5
21939,18,Male,BCA,IT,6.55,2,4,6,5
8106,22,Female,B.Tech,ME,7.6,2,4,6,7
35144,21,Female,B.Sc,Civil,7.75,1,4,5,5
31501,18,Male,MCA,ECE,5.8,1,2,1,6
43956,20,Female,B.Tech,ECE,7.15,0,3,4,7
10422,21,Female,BCA,Civil,7.77,2,4,5,5
5926,18,Male,B.Tech,IT,8.55,0,4,5,6
3716,22,Male,MCA,ECE,8.31,2,5,7,4
39922,23,Male,BCA,ME,6.81,0,3,3,5
20087,23,Male,B.Sc,ECE,6.44,0,4,6,4
44917,22,Male,MCA,ECE,7.59,2,4,6,1
29008,20,Female,BCA,CSE,8.0,0,4,5,7
37421,24,Female,B.Sc,ME,7.21,0,3,3,5
32347,24,Male,B.Tech,CSE,6.77,1,4,8,2
11345,23,Female,B.Sc,ME,5.66,0,2,1,6
30793,20,Female,BCA,ECE,7.67,3,5,9,7
12961,19,Male,BCA,CSE,5.17,0,3,6,6
13778,22,Male,BCA,ME,7.49,0,3,4,3
31126,24,Male,MCA,ECE,7.72,0,4,6,6
22760,18,Female,B.Tech,ME,8.0,1,5,8,6
1472,20,Male,B.Sc,IT,7.43,0,4,5,4
48224,23,Male,MCA,CSE,9.33,2,6,10,4
20288,19,Male,MCA,IT,6.73,0,2,2,6
18530,19,Male,BCA,ECE,6.57,0,3,4,5
43215,21,Male,B.Sc,IT,6.13,0,3,4,4
10871,22,Female,MCA,Civil,8.56,0,4,5,6
33872,21,Male,BCA,CSE,8.44,2,5,9,6
19808,19,Female,MCA,ECE,6.42,0,3,3,6
20914,20,Male,B.Tech,CSE,6.38,0,3,3,6
6806,21,Female,BCA,Civil,5.62,0,3,4,6
40855,24,Male,B.Sc,CSE,6.9,0,4,7,5
42860,22,Male,MCA,Civil,8.53,0,4,5,5
16310,18,Male,BCA,ECE,6.69,2,4,7,6
5046,19,Male,BCA,CSE,8.49,2,5,9,2
47207,21,Female,MCA,IT,5.51,1,2,3,6
9646,21,Female,B.Tech,Civil,4.77,0,2,2,5
38308,23,Male,B.Tech,Civil,7.18,0,3,2,6
47835,22,Male,B.Sc,ECE,9.3,1,4,5,7
26607,20,Male,B.Sc,IT,6.39,2,3,5,2
16577,19,Male,B.Sc,ECE,6.38,1,4,6,3
31121,24,Female,B.Sc,ME,6.3,0,3,4,7
30533,22,Male,BCA,Civil,6.94,0,3,3,4
11438,24,Male,MCA,Civil,5.17,0,3,4,7
16803,20,Female,BCA,IT,7.0,1,5,9,5
33665,18,Female,B.Tech,Civil,7.92,1,4,6,5
30218,19,Male,B.Tech,ECE,6.85,1,3,5,7
44537,21,Male,B.Sc,CSE,6.82,1,5,9,8
32995,18,Male,B.Sc,CSE,5.88,1,3,6,4
26410,20,Female,B.Tech,IT,7.12,1,5,9,4
2761,23,Male,B.Sc,CSE,6.78,0,4,7,4
3776,21,Male,B.Sc,CSE,6.24,0,5,10,4
42191,18,Male,MCA,IT,6.11,0,3,3,5
2352,19,Male,MCA,CSE,8.82,2,5,9,6
19888,24,Female,B.Tech,CSE,6.09,1,3,5,4
15858,22,Female,B.Tech,IT,6.34,1,4,7,9
13443,20,Female,BCA,ME,7.03,1,5,9,4
31510,22,Male,MCA,IT,7.29,1,5,8,6
37328,21,Female,B.Sc,ME,8.21,2,5,8,7
40763,23,Female,BCA,IT,8.54,1,5,9,6
45186,22,Male,B.Sc,ECE,6.34,0,3,3,5
43982,19,Female,BCA,ECE,7.55,0,4,6,4
37571,22,Female,B.Tech,CSE,7.22,1,5,8,5
27537,21,Female,B.Tech,CSE,5.9,1,4,7,7
19700,20,Male,B.Tech,CSE,8.96,2,5,9,8
14429,23,Male,MCA,CSE,6.27,0,4,6,4
9936,19,Male,MCA,Civil,7.4,2,5,8,2
42193,19,Female,BCA,Civil,7.27,1,4,6,8
49409,22,Male,MCA,ME,5.89,0,3,4,6
30708,19,Female,B.Tech,Civil,6.32,0,2,2,6
22677,22,Male,BCA,CSE,7.62,1,5,8,5
5457,22,Male,B.Tech,Civil,5.92,0,2,2,3
34640,21,Female,B.Sc,ME,7.34,2,4,5,5
29501,21,Male,B.Tech,CSE,7.05,0,4,6,3
14436,19,Female,B.Sc,ME,6.34,1,4,7,5
19621,21,Female,B.Tech,ECE,9.04,1,5,8,8
34525,24,Female,B.Sc,ME,8.84,2,5,7,3
19265,18,Female,BCA,Civil,7.12,0,4,6,7
13769,18,Female,MCA,ME,8.5,1,4,6,7
31225,21,Female,B.Sc,Civil,8.48,1,4,6,6
316,22,Female,BCA,ME,8.37,2,5,7,7
47407,22,Male,B.Tech,Civil,8.13,0,3,3,4
25446,23,Female,B.Sc,ECE,6.54,1,4,6,8
26564,19,Female,B.Tech,CSE,6.89,0,3,5,5
49703,18,Male,BCA,IT,6.92,0,3,5,8
15283,18,Female,BCA,Civil,7.19,1,3,4,6
39399,21,Male,B.Tech,IT,8.58,2,5,7,4
29699,19,Male,B.Sc,ME,7.62,3,4,7,7
27718,20,Female,B.Tech,CSE,6.49,0,3,5,5
38797,21,Female,MCA,Civil,6.75,0,3,5,4
1077,23,Male,MCA,IT,6.82,1,4,7,4
34263,23,Male,B.Sc,IT,7.15,1,4,6,6
5362,20,Male,B.Tech,IT,6.72,1,4,8,8
1018,18,Male,BCA,IT,8.68,3,5,8,6
21405,24,Female,B.Sc,ECE,5.07,0,3,4,7
18413,20,Male,B.Sc,ECE,6.94,0,4,6,5
27462,20,Female,B.Sc,ECE,5.09,0,2,3,4
8421,23,Female,MCA,CSE,5.76,0,3,6,4
3130,23,Female,B.Tech,CSE,7.0,2,4,7,6
1896,19,Male,BCA,ECE,7.08,1,3,3,6
31722,23,Male,MCA,CSE,8.05,1,5,9,8
3006,20,Male,B.Sc,CSE,5.19,0,3,4,5
44457,20,Male,B.Sc,CSE,6.49,1,4,6,4
46081,18,Female,B.Sc,Civil,5.28,0,2,2,6
7814,20,Female,MCA,ME,7.41,2,4,7,4
48668,22,Female,MCA,IT,7.02,3,5,8,4
46766,19,Male,BCA,IT,6.13,1,4,7,5
37178,21,Male,BCA,Civil,5.88,0,3,4,4
29547,18,Male,B.Sc,ME,6.1,0,3,3,6
13365,24,Male,B.Tech,ECE,7.29,1,5,9,6
933,21,Male,B.Tech,ECE,7.63,0,4,6,4
26284,18,Male,BCA,CSE,8.0,2,5,9,8
38766,21,Female,MCA,IT,5.86,0,3,5,6
2044,18,Male,BCA,ME,5.17,0,3,6,7
1378,22,Male,B.Tech,ECE,8.14,2,5,7,4
37141,21,Female,BCA,CSE,7.05,2,5,9,7
18651,23,Female,BCA,ECE,5.84,0,2,3,7
12282,21,Female,B.Sc,Civil,8.39,1,5,7,4
36875,20,Female,B.Sc,IT,7.09,0,4,5,6
29893,20,Male,MCA,CSE,6.96,2,4,7,5
44769,18,Female,BCA,CSE,7.59,3,4,7,6
26667,22,Female,MCA,CSE,6.65,0,4,7,6
8119,19,Female,MCA,ME,8.07,1,5,7,3
42047,18,Male,B.Tech,IT,6.09,0,4,7,4
40064,22,Female,BCA,CSE,6.86,1,4,6,6
5300,23,Female,B.Tech,CSE,7.02,2,5,9,5
24829,21,Male,B.Tech,Civil,6.8,0,3,3,6
23383,24,Female,B.Tech,IT,7.29,3,5,8,2
33463,18,Female,BCA,Civil,7.62,2,4,5,3
49244,23,Male,B.Tech,ECE,9.44,1,5,8,6
717,19,Female,B.Sc,IT,7.31,1,5,8,4
39534,22,Male,B.Sc,ECE,8.01,0,4,5,4
34781,20,Female,MCA,Civil,6.6,1,4,8,6
34236,22,Male,B.Tech,ME,7.11,2,4,5,6
39142,18,Female,B.Sc,IT,6.62,2,4,6,9
12311,18,Female,B.Tech,ECE,5.65,1,2,3,8
1790,19,Female,MCA,Civil,6.66,0,3,4,6
3885,23,Male,BCA,ME,7.49,0,4,5,7
3838,22,Female,B.Tech,ECE,6.67,0,3,5,7
38541,23,Female,B.Sc,ME,5.85,0,3,4,6
43828,20,Male,MCA,Civil,5.57,0,2,3,7
11106,24,Female,B.Tech,Civil,6.82,1,3,5,4
3225,20,Female,BCA,ME,7.87,0,3,4,3
42518,19,Male,B.Tech,ME,6.34,1,3,5,4
23611,20,Male,B.Sc,CSE,6.5,2,4,6,4
7303,22,Male,B.Tech,ME,7.98,0,4,6,8
9914,20,Female,B.Sc,ME,7.97,0,3,4,7
46092,18,Male,MCA,CSE,8.07,0,4,6,7
14632,24,Female,B.Tech,Civil,5.5,0,3,4,5
21710,22,Male,B.Tech,CSE,5.0,0,3,5,5
28662,19,Female,B.Sc,ME,7.69,1,4,7,4
5577,23,Male,MCA,ME,5.6,0,3,4,3
30202,18,Female,B.Tech,Civil,6.56,1,3,5,7
25047,19,Male,B.Tech,Civil,7.85,1,4,6,6
2985,24,Male,BCA,ME,6.78,0,4,7,6
37120,19,Male,B.Tech,ME,7.52,3,5,8,5
37441,24,Male,BCA,CSE,8.92,2,5,8,3
12854,20,Male,B.Tech,ME,7.82,0,4,5,4
17475,20,Female,B.Tech,IT,7.8,3,4,7,6
15414,20,Male,B.Tech,Civil,6.11,0,3,3,4
39695,21,Male,BCA,ME,7.14,0,3,4,7
27878,23,Female,BCA,Civil,7.47,2,4,7,4
31799,21,Male,BCA,ECE,6.64,0,3,4,4
26334,18,Male,B.Sc,IT,7.05,1,4,6,7
27382,24,Male,B.Tech,CSE,7.19,1,4,6,5
40091,19,Female,BCA,ME,8.27,2,5,7,6
49728,18,Male,MCA,CSE,7.72,2,5,9,5
5821,20,Female,BCA,IT,6.82,1,3,5,6
9876,21,Female,B.Tech,IT,8.61,3,5,7,7
47056,19,Male,BCA,IT,6.21,0,3,5,6
10750,20,Female,B.Sc,ECE,6.88,1,3,4,3
42141,22,Female,B.Sc,ECE,6.79,2,4,6,7
13951,18,Female,BCA,ECE,7.87,1,4,7,5
33036,23,Male,MCA,ECE,6.49,1,3,5,3
33937,22,Male,B.Tech,CSE,7.19,2,5,10,5
47286,19,Male,MCA,CSE,6.05,1,4,7,6
27754,23,Female,BCA,Civil,7.76,0,4,5,2
47204,24,Male,MCA,Civil,7.92,0,3,4,4
45480,23,Female,B.Sc,ME,6.59,0,2,2,6
17111,24,Male,B.Sc,IT,7.56,0,4,5,3
16934,20,Male,BCA,CSE,7.46,0,4,5,6
36661,20,Male,MCA,CSE,8.43,2,5,7,7
13592,20,Female,B.Sc,Civil,7.07,0,3,4,6
7949,22,Male,B.Sc,ME,5.79,0,3,4,8
42309,20,Female,B.Tech,IT,5.16,0,3,5,3
7335,19,Female,BCA,CSE,7.39,2,5,8,8
11057,23,Male,B.Sc,IT,5.83,2,3,6,6
26133,24,Male,MCA,Civil,8.25,0,4,4,6
12114,19,Male,BCA,ECE,7.2,1,4,7,8
7827,19,Male,B.Sc,IT,4.93,2,3,6,4
27124,23,Female,B.Sc,IT,7.24,0,4,6,7
23021,18,Female,B.Sc,IT,5.9,0,3,4,4
39280,22,Male,MCA,ECE,7.2,2,4,7,5
31096,20,Male,MCA,ME,8.12,0,3,3,5
12018,24,Male,B.Sc,CSE,7.98,1,5,8,8
2223,24,Male,B.Tech,ECE,7.18,0,3,3,6
34941,23,Male,B.Sc,ECE,7.06,0,4,5,7
9747,24,Male,B.Tech,CSE,6.58,2,4,6,4
5807,21,Male,B.Tech,ME,9.24,1,5,7,3
18012,18,Male,B.Tech,CSE,5.15,0,3,4,5
39023,23,Female,B.Sc,ECE,8.39,0,4,5,6
27045,22,Male,B.Sc,IT,7.79,1,4,7,6
1873,21,Female,B.Sc,ME,6.66,0,4,7,6
28915,23,Female,B.Tech,Civil,5.82,0,3,4,4
7429,23,Male,MCA,Civil,8.81,2,5,8,6
30055,21,Male,MCA,CSE,7.74,1,4,5,1
8453,21,Male,B.Sc,ME,9.48,1,5,6,5
2792,20,Male,B.Tech,IT,7.64,1,4,6,5
22969,20,Male,B.Tech,IT,6.9,0,4,6,5
48679,20,Female,BCA,Civil,5.76,0,3,4,5
38065,23,Male,B.Tech,ME,5.9,0,2,1,6
17520,18,Male,B.Sc,CSE,8.0,1,5,8,6
26798,22,Female,B.Tech,IT,8.43,2,6,10,6
9535,19,Female,B.Sc,IT,8.35,1,5,8,3
39645,19,Male,B.Sc,ECE,6.74,0,3,5,6
35276,24,Male,BCA,IT,6.26,0,3,4,7
22400,24,Female,BCA,ME,7.45,2,5,8,3
645,22,Female,B.Sc,ECE,7.42,0,3,4,7
3529,19,Female,B.Sc,ECE,6.56,0,3,4,7
28100,18,Male,B.Tech,Civil,8.12,0,4,6,4
31829,24,Male,BCA,ECE,7.06,0,4,5,7
7034,24,Female,B.Tech,CSE,6.77,0,4,6,6
25857,23,Male,B.Tech,Civil,6.99,0,3,4,6
44938,18,Male,MCA,CSE,7.43,0,4,6,7
33559,19,Male,MCA,IT,6.41,1,4,8,6
10995,20,Male,B.Sc,CSE,5.84,1,2,2,2
1339,24,Female,B.Sc,ECE,7.52,1,4,6,6
5373,23,Male,BCA,ME,6.94,0,3,4,7
45842,21,Female,B.Sc,CSE,7.1,1,5,8,7
3246,21,Male,MCA,IT,6.58,2,4,8,9
34648,19,Male,BCA,Civil,8.43,1,4,5,5
9833,23,Female,B.Tech,Civil,7.7,2,4,6,7
28736,18,Male,MCA,IT,6.29,0,4,6,4
35049,19,Female,BCA,ECE,6.72,0,4,7,5
573,18,Female,BCA,ME,5.41,0,3,5,6
14209,22,Male,B.Sc,ME,8.09,1,5,8,5
15619,19,Female,B.Sc,IT,6.5,0,3,5,5
1025,22,Male,B.Tech,ME,6.81,1,3,5,3
16790,18,Female,B.Tech,ECE,6.86,0,4,7,7
35128,19,Male,B.Tech,CSE,5.77,0,3,6,3
10761,23,Female,MCA,ME,8.09,0,4,4,6
20202,21,Female,BCA,CSE,5.81,0,3,6,6
49416,18,Male,BCA,Civil,8.12,2,5,7,5
27200,24,Female,B.Tech,ME,4.76,0,1,1,4
9145,22,Female,MCA,ME,8.41,0,4,4,6
34512,24,Female,B.Sc,ECE,7.31,0,4,5,4
8434,18,Female,MCA,ECE,5.85,0,2,2,5
42419,23,Male,B.Tech,IT,4.54,0,2,4,6
47082,20,Male,BCA,ME,8.1,0,3,3,7
35912,18,Female,BCA,IT,4.91,0,2,4,4
7078,21,Female,B.Tech,CSE,6.98,1,4,7,6
30057,18,Male,MCA,IT,6.95,0,4,6,6
40106,23,Female,B.Sc,Civil,8.67,3,5,7,7
20910,19,Female,B.Tech,CSE,8.15,2,5,9,7
1785,22,Female,MCA,ME,7.2,0,4,6,4
11848,20,Male,MCA,CSE,6.42,1,3,5,4
47146,24,Male,B.Sc,ECE,7.37,0,4,5,6
15789,22,Male,B.Sc,ME,7.66,0,3,4,5
43192,21,Male,BCA,ECE,5.9,0,2,3,7
37596,20,Male,BCA,CSE,7.52,0,4,5,5
19099,24,Female,B.Sc,Civil,6.68,1,3,5,7
43163,22,Female,BCA,Civil,5.84,1,3,5,6
48055,22,Female,BCA,IT,7.62,0,4,6,4
5063,18,Female,B.Tech,ECE,7.71,0,4,6,4
38420,21,Female,B.Sc,Civil,5.77,1,2,2,4
21839,19,Female,B.Tech,CSE,6.01,1,4,7,6
36909,24,Female,MCA,Civil,7.75,0,3,3,7
816,19,Male,MCA,ECE,5.63,0,2,2,6
16508,19,Male,BCA,IT,7.26,0,4,6,6
37159,20,Male,B.Tech,CSE,8.52,1,5,9,4
48002,19,Male,MCA,Civil,5.83,0,2,3,7
42375,23,Female,B.Tech,ECE,6.51,2,4,8,5
33991,22,Female,B.Tech,IT,7.28,2,5,8,5
10379,24,Male,B.Tech,ME,5.43,0,2,2,4
22758,24,Female,MCA,CSE,9.27,1,6,9,8
37115,24,Male,B.Tech,Civil,6.58,0,3,5,2
32218,19,Male,BCA,ECE,7.3,1,4,6,7
21577,21,Female,MCA,ECE,6.79,2,4,8,5
46592,19,Male,B.Sc,Civil,7.84,2,5,8,8
8627,24,Male,MCA,Civil,8.8,0,4,5,7
1316,24,Female,B.Tech,ME,5.39,0,2,3,2
34774,20,Male,B.Tech,ME,6.75,0,2,1,7
35960,18,Male,B.Sc,Civil,6.35,0,4,6,9
47966,23,Male,MCA,ECE,8.2,1,4,6,6
44358,20,Male,B.Sc,ECE,6.32,0,2,2,5
34899,23,Female,B.Sc,Civil,6.06,0,2,2,5
47412,20,Female,B.Sc,CSE,7.85,0,4,6,4
27353,19,Male,B.Sc,IT,8.61,2,5,9,5
46458,24,Male,B.Sc,Civil,8.58,1,4,5,3
3858,22,Male,BCA,CSE,7.32,2,5,10,3
18920,19,Male,B.Tech,IT,7.54,2,4,6,5
26104,22,Male,B.Sc,ME,8.33,2,4,5,7
1031,18,Male,MCA,Civil,8.02,1,5,7,9
39585,19,Male,B.Tech,Civil,5.71,0,2,2,7
23043,24,Male,B.Tech,ME,6.58,0,3,4,4
18592,20,Male,B.Sc,Civil,6.62,1,2,2,3
8640,19,Female,B.Sc,ME,8.28,0,4,6,2
